game_month,batter_team,is_batter_lefty,is_pitcher_lefty,bb_type,bearing,pitch_name,park_name,inning,outs_when_up,balls,strikes,plate_x,plate_z,pitch_mph,launch_speed,launch_angle,is_home_run
9,SF,1,0,ground_ball,left,Sinker,Oracle Park,8,2,3,2,0.01,1.95,92.4,79.1,-37,0
8,STL,0,0,line_drive,center,Sinker,Busch Stadium III,5,0,1,0,0.16,2.84,93.2,103.5,30,1
8,ATL,0,0,line_drive,center,Sinker,Citizens Bank Park,2,1,0,1,-0.85,1.69,91.2,101.1,30,1
9,NYM,1,1,line_drive,center,Slider,Citizens Bank Park,9,1,0,2,0.4,3.31,82.7,104.4,26,1
9,MIL,1,0,ground_ball,left,Changeup,Comerica Park,4,2,3,2,-0.91,2.4,86.8,80.2,-8,0
8,NYY,1,0,line_drive,right,Sinker,New Yankee Stadium,7,0,0,0,-0.11,2.81,92.3,102.4,25,1
8,LAA,1,0,popup,left,4-Seam Fastball,T-Mobile Park,4,0,0,2,-0.36,3.45,93.5,76.8,65,0
9,MIL,0,0,fly_ball,center,Slider,Great American Ballpark,7,0,2,1,0.29,3.11,85,102.1,36,0
8,BOS,1,0,popup,left,Slider,Fenway Park,6,2,1,0,0.78,1.82,87,78.3,75,0
9,MIN,0,0,line_drive,center,Slider,Guarantee Rate Park,3,0,1,0,0.27,1.69,81,105.6,22,1
8,CHC,0,0,line_drive,left,4-Seam Fastball,Wrigley Field,8,2,0,0,0.46,2.99,96.1,95.9,30,1
9,BOS,1,0,line_drive,right,4-Seam Fastball,Citizens Bank Park,3,0,2,2,0.44,3.5,95,116.5,23,1
8,MIA,0,1,ground_ball,center,Cutter,Citi Field,9,0,1,0,-0.65,2.68,90.9,60.6,-2,0
8,TEX,1,0,fly_ball,center,4-Seam Fastball,Globe Life Park,3,0,0,0,0.12,2.84,90,100.5,31,1
8,CIN,0,1,fly_ball,center,4-Seam Fastball,Great American Ballpark,7,0,2,0,0.15,2.48,89.7,98.5,30,1
7,KC,0,0,ground_ball,left,4-Seam Fastball,Comerica Park,9,0,1,2,-0.13,2.2,94.6,104.3,-15,0
7,ARI,0,0,ground_ball,center,Sinker,Globe Life Park,2,0,0,1,-0.47,2.55,92.5,86.7,-1,0
8,WSH,0,0,line_drive,right,4-Seam Fastball,Nationals Park,8,1,3,2,-0.25,1.73,95.1,59.6,39,0
10,HOU,0,0,fly_ball,center,4-Seam Fastball,Tropicana Field,6,1,1,0,0.1,2.91,99.6,105.9,25,1
8,MIN,1,0,ground_ball,center,Slider,Kauffman Stadium,5,0,1,2,-0.55,2.22,87.3,86.3,2,0
8,CHC,0,0,line_drive,center,Changeup,Comerica Park,9,0,1,2,0.34,1.64,86.9,112.9,19,1
9,CHC,0,0,ground_ball,left,4-Seam Fastball,Wrigley Field,6,2,1,1,-0.7,2.47,91.5,108.3,5,0
9,SEA,1,0,fly_ball,center,4-Seam Fastball,Chase Field,9,0,3,1,-0.96,2.12,95.4,99,31,0
7,SF,1,1,fly_ball,right,4-Seam Fastball,Oracle Park,9,0,2,2,0.29,3,92,105.1,34,1
9,PIT,1,1,ground_ball,center,4-Seam Fastball,PNC Park,6,2,1,2,1.12,2.3,90.5,79.1,1,0
9,MIA,0,0,line_drive,right,4-Seam Fastball,Tropicana Field,3,1,0,1,0.19,1.77,100.2,98.8,11,0
8,PHI,0,0,fly_ball,right,Cutter,Citizens Bank Park,6,0,0,0,0.66,2.53,84.7,95.8,35,0
8,SEA,0,0,popup,center,Sinker,T-Mobile Park,5,2,0,0,-0.46,2.75,93.5,73.2,85,0
7,CIN,0,1,fly_ball,center,4-Seam Fastball,Great American Ballpark,5,1,1,1,-0.06,3.75,95.2,103.7,35,1
9,SD,0,0,line_drive,center,Cutter,RingCentral Coliseum,7,0,0,0,0.88,2.87,86.7,103.9,30,1
9,MIL,0,0,fly_ball,center,Slider,Comerica Park,7,2,0,0,0.13,2.56,85.8,103.9,39,1
8,MIL,0,0,popup,left,4-Seam Fastball,Wrigley Field,8,2,3,2,-0.53,3.23,96.5,96.7,62,0
8,LAA,0,0,fly_ball,center,Slider,Angel Stadium of Anaheim,8,0,0,2,0.13,1.81,85.9,106.9,37,1
8,TOR,0,0,line_drive,right,Slider,Rogers Centre,4,1,2,2,1,1.69,77,69.5,16,0
8,MIL,1,0,line_drive,right,Knuckle Curve,Miller Park,6,1,1,2,-0.41,2.85,80.6,98.1,26,0
8,CLE,0,0,ground_ball,center,4-Seam Fastball,Target Field,7,2,1,2,-0.56,3.16,97.4,60.1,-74,0
7,ARI,1,0,fly_ball,center,4-Seam Fastball,Chase Field,3,1,3,2,0.19,1.79,95.4,97.5,42,0
9,MIA,0,0,fly_ball,center,4-Seam Fastball,SunTrust Park,6,0,0,1,-0.25,2.72,88.4,102.5,28,1
9,CHC,1,0,fly_ball,left,Sinker,Wrigley Field,1,2,2,0,-0.78,2.92,94.9,97.3,34,0
9,MIN,0,0,ground_ball,left,Sinker,Target Field,8,2,2,1,0.05,1.3,96.4,75.9,-34,0
10,HOU,1,0,fly_ball,center,Slider,Minute Maid Park,5,0,3,2,-0.19,2.44,85.3,102.4,33,1
8,ATL,0,0,ground_ball,center,Sinker,SunTrust Park,2,0,1,0,-0.48,3.02,91.8,81.1,-5,0
9,BOS,0,0,line_drive,center,Slider,Fenway Park,2,2,0,0,0.01,1.74,88.1,104.7,26,0
9,TOR,1,1,ground_ball,right,Sinker,Tropicana Field,7,0,2,2,0.91,2.12,92.8,97.9,-4,0
8,CIN,1,0,fly_ball,right,4-Seam Fastball,Great American Ballpark,6,0,3,2,0.22,2.44,92.5,101.9,37,1
9,BOS,0,1,fly_ball,center,4-Seam Fastball,SunTrust Park,2,1,3,2,-0.16,1.57,90.5,109.2,27,1
8,MIA,0,0,ground_ball,left,Sinker,Rogers Centre,5,0,1,0,-0.38,2.23,89.8,78.1,-11,0
8,TB,1,0,ground_ball,center,Slider,Tropicana Field,10,0,1,2,-0.1,2.29,84.4,103.4,-11,0
9,WSH,0,0,ground_ball,left,Slider,Marlins Park,6,2,0,2,0.99,1.48,87.2,73.8,7,0
9,WSH,1,1,fly_ball,center,Sinker,Tropicana Field,4,2,3,2,0.13,2.29,87.5,94.7,35,0
8,MIA,0,1,line_drive,center,4-Seam Fastball,Marlins Park,6,0,0,0,-0.41,2.18,91,109.6,30,1
9,OAK,1,0,line_drive,left,Changeup,RingCentral Coliseum,7,1,1,2,-0.72,1.4,89.2,75.5,14,0
9,ATL,0,0,line_drive,left,Slider,SunTrust Park,7,1,1,0,-0.03,3.29,87,110.4,27,1
8,ARI,0,1,fly_ball,right,4-Seam Fastball,Chase Field,6,0,0,2,1.16,3.25,94.5,81.1,44,0
9,MIA,0,1,fly_ball,center,Curveball,SunTrust Park,3,2,2,1,0.2,2.07,76.8,103.8,31,1
8,NYM,1,1,ground_ball,left,4-Seam Fastball,Citi Field,4,1,1,2,0.11,3.01,94.1,94,8,0
8,CIN,1,1,fly_ball,center,4-Seam Fastball,Great American Ballpark,6,0,3,2,0.09,3.39,91.7,99.7,31,1
9,TEX,1,0,popup,left,Sinker,Chase Field,8,2,0,0,0.46,3.04,92.3,90,71,0
9,TEX,1,0,line_drive,right,4-Seam Fastball,Globe Life Park,4,1,0,2,0.02,2.98,91.7,107.9,24,1
9,BOS,1,0,ground_ball,right,Slider,SunTrust Park,7,1,0,2,0.23,0.56,87.6,55.5,-36,0
7,NYM,1,1,ground_ball,left,4-Seam Fastball,Citi Field,1,2,0,1,0.24,2.95,94.5,79.1,-36,0
8,ATL,1,0,ground_ball,left,Cutter,Citizens Bank Park,9,1,1,1,-0.24,3.2,90.5,97.9,-6,0
9,MIL,0,0,line_drive,left,Slider,Comerica Park,9,1,0,0,-0.45,2.13,80.6,106.3,25,1
8,CHC,1,0,line_drive,center,4-Seam Fastball,Kauffman Stadium,9,2,0,0,-0.18,2.2,90.8,101.9,28,0
8,BOS,0,0,line_drive,left,4-Seam Fastball,Fenway Park,6,0,1,0,0.29,2.31,86.8,98.2,8,0
8,CLE,1,0,fly_ball,left,4-Seam Fastball,Progressive Field,5,1,1,1,0.73,3.07,86.5,79.7,41,0
7,SF,1,0,ground_ball,left,Changeup,Dodger Stadium,9,0,1,2,-0.71,2.11,91.7,84.4,7,0
9,WSH,1,1,line_drive,left,4-Seam Fastball,Citizens Bank Park,8,1,2,1,0.18,2.95,94.1,87.9,11,0
8,TOR,0,1,fly_ball,right,4-Seam Fastball,Rogers Centre,4,0,0,0,0.42,2.4,93.6,100.9,26,1
8,CWS,0,0,fly_ball,center,Slider,Kauffman Stadium,5,2,0,1,-0.26,1.3,85.1,90.8,33,0
9,NYY,1,0,ground_ball,center,Changeup,Rogers Centre,4,1,2,2,-0.73,2.02,84.2,89,-14,0
9,BOS,1,0,ground_ball,center,Changeup,Fenway Park,11,0,2,1,-0.31,1.81,88.9,84.5,-3,0
9,COL,1,0,ground_ball,left,4-Seam Fastball,Dodger Stadium,7,0,0,2,0.08,3.71,99.3,91.2,-24,0
7,SEA,1,0,ground_ball,left,4-Seam Fastball,Minute Maid Park,7,1,1,2,0.8,2.32,93.1,59.2,-16,0
7,DET,0,1,fly_ball,right,4-Seam Fastball,Comerica Park,5,2,0,1,0.12,3.15,93,95.6,38,1
9,ARI,1,0,line_drive,right,4-Seam Fastball,Angel Stadium of Anaheim,2,2,0,1,0.03,2.66,88.4,109.5,27,1
8,ARI,0,0,ground_ball,left,Curveball,Chase Field,7,1,0,0,0.48,2.18,73.1,68.6,-21,0
8,ATL,1,0,fly_ball,center,Slider,SunTrust Park,1,1,0,2,1,2.02,83.8,96.6,42,1
8,CHC,1,0,fly_ball,right,4-Seam Fastball,Great American Ballpark,1,1,0,0,0.22,3.62,92.7,101.5,34,1
9,COL,1,1,line_drive,left,4-Seam Fastball,Oracle Park,4,2,1,0,0.06,1.98,92.2,108,8,0
9,OAK,0,0,line_drive,left,4-Seam Fastball,Globe Life Park,1,0,1,1,0.34,2.38,93.6,86.7,20,0
8,TOR,0,1,popup,right,Slider,Rogers Centre,3,2,2,2,-0.48,2.46,80.5,70,69,0
8,SF,1,0,line_drive,right,4-Seam Fastball,Angel Stadium of Anaheim,1,0,1,2,-0.15,3.2,89,103.1,29,1
8,SF,1,0,ground_ball,center,Slider,Chase Field,4,1,0,2,-0.3,2.86,87.9,96.1,-8,0
9,BAL,0,0,fly_ball,left,Curveball,Fenway Park,7,2,0,0,-0.1,2.62,80,103.3,43,1
9,MIL,0,1,fly_ball,left,Slider,Miller Park,4,2,0,0,-0.44,2.25,82.9,100.8,33,1
8,BAL,1,0,fly_ball,right,Changeup,Oriole Park at Camden Yards,7,2,2,0,-0.18,2.01,86.4,108.7,31,1
8,SEA,1,0,line_drive,right,Sinker,T-Mobile Park,3,2,0,1,0.14,2.39,93.6,95.6,15,0
8,KC,0,1,line_drive,right,Changeup,Target Field,3,1,0,1,0.5,2.44,81.3,98.2,15,0
9,COL,0,0,ground_ball,left,Sinker,Chase Field,7,2,1,1,0.01,1.67,92,97.1,-25,0
9,COL,1,1,ground_ball,center,Sinker,Coors Field,3,2,2,0,0.42,2.36,93.8,72.8,-5,0
8,TEX,0,1,ground_ball,center,4-Seam Fastball,Globe Life Park,3,0,2,1,0.91,1.65,93.9,71.3,-12,0
8,NYY,0,0,fly_ball,left,Split-Finger,New Yankee Stadium,4,2,2,2,0.3,2.41,89.4,105.7,38,1
8,BOS,1,0,ground_ball,left,Changeup,Rogers Centre,4,2,2,1,-0.84,1.93,82.4,74.9,11,0
8,ARI,0,0,ground_ball,center,Changeup,Petco Park,1,1,3,2,0.94,1.72,85.3,76.1,-3,0
9,BAL,0,0,ground_ball,center,Cutter,Rogers Centre,2,0,0,0,0.18,2.19,84.1,103.8,1,0
9,HOU,0,0,popup,center,4-Seam Fastball,Minute Maid Park,3,0,0,0,-0.4,3.37,90.2,64,35,0
9,CHC,1,0,line_drive,center,Split-Finger,Wrigley Field,3,2,2,1,-0.83,2.3,84.2,87.1,27,0
8,TEX,1,1,ground_ball,left,Sinker,Globe Life Park,1,0,1,0,0.69,2.07,89.3,82.5,8,0
9,DET,1,0,ground_ball,center,4-Seam Fastball,Guarantee Rate Park,1,0,1,2,0.18,3.05,96.7,86.4,9,0
8,ATL,0,1,ground_ball,center,Changeup,SunTrust Park,1,0,2,0,-0.09,1.56,83.9,46.5,-38,0
10,SD,0,1,ground_ball,center,Sinker,Petco Park,2,0,1,0,-0.11,1.87,89.3,110.1,-5,0
8,COL,1,0,line_drive,right,Slider,Dodger Stadium,9,0,2,2,0.01,2.22,83.2,100.5,30,1
8,SD,0,0,line_drive,left,Sinker,Petco Park,5,1,1,0,0.23,2.66,88.9,105,14,0
9,BOS,0,1,popup,left,4-Seam Fastball,Fenway Park,3,0,2,2,-0.01,2.64,94.2,80.7,66,0
9,CLE,1,0,fly_ball,center,Slider,Progressive Field,4,1,0,1,-0.04,2.76,88.7,107.6,30,1
8,NYM,0,0,line_drive,left,Sinker,SunTrust Park,3,0,0,1,-0.7,1.89,88.1,97.2,16,0
9,MIN,1,0,line_drive,left,Split-Finger,Target Field,1,1,2,2,0.34,1.45,87.9,95.3,25,0
7,CLE,1,0,ground_ball,center,4-Seam Fastball,Progressive Field,1,2,3,1,0.65,2.56,96.4,73.7,-8,0
9,CLE,1,0,line_drive,right,Changeup,Progressive Field,8,1,0,0,-0.26,2.9,83.3,101.1,20,0
7,CWS,0,0,line_drive,right,Slider,Progressive Field,8,2,0,2,0.93,2.3,85.9,83.4,23,0
9,ATL,0,0,fly_ball,center,Changeup,SunTrust Park,2,2,0,0,0.09,2.87,87.4,103.3,38,1
9,BOS,0,0,ground_ball,center,4-Seam Fastball,Fenway Park,1,0,1,0,0.22,2.86,89.7,99.8,-3,0
8,TB,1,0,line_drive,right,4-Seam Fastball,Tropicana Field,7,1,3,2,-0.53,2.83,94.3,103.5,11,0
9,OAK,0,0,fly_ball,center,Slider,RingCentral Coliseum,7,2,1,0,-0.3,2.23,87.4,104.6,30,1
8,NYY,0,0,line_drive,center,Cutter,New Yankee Stadium,5,2,1,2,1.49,2.66,84.4,88,14,0
8,NYM,1,0,line_drive,center,4-Seam Fastball,Citi Field,6,2,1,0,-0.02,2.1,88.1,103.1,28,1
7,SD,0,1,popup,right,4-Seam Fastball,Petco Park,5,0,0,1,-0.77,3.02,88.3,65.1,74,0
9,CHC,1,1,fly_ball,left,4-Seam Fastball,Wrigley Field,7,0,1,1,-0.5,2.06,90,88.6,33,0
9,STL,0,1,fly_ball,center,4-Seam Fastball,Busch Stadium III,3,2,3,2,-0.21,2.01,90.7,102,35,0
8,DET,0,1,line_drive,left,4-Seam Fastball,Progressive Field,6,1,2,1,0.32,3,93.5,112.1,28,1
8,MIN,0,1,line_drive,right,Slider,Comerica Park,3,1,3,1,0.78,1.68,81.1,82.8,29,0
9,HOU,1,0,fly_ball,center,Cutter,Minute Maid Park,5,0,1,1,0.4,2.67,93.1,87.4,32,0
9,DET,0,0,fly_ball,center,Slider,Target Field,6,1,1,0,0.22,2.87,83.7,110.3,24,1
9,TEX,1,1,line_drive,left,Sinker,T-Mobile Park,4,1,2,1,-0.37,2.9,89,100.3,15,0
9,CLE,1,0,fly_ball,right,Sinker,Progressive Field,6,0,1,0,0.01,1.95,95.5,99.7,39,0
8,TB,1,0,fly_ball,left,Slider,New Yankee Stadium,7,1,2,1,-0.25,2.49,79.8,93,43,0
9,CLE,1,0,line_drive,left,Sinker,Progressive Field,3,1,0,1,-1.09,1.66,92.1,85.7,26,0
8,ATL,0,1,line_drive,center,Changeup,Marlins Park,7,0,2,0,0.37,1.99,79.9,103.6,28,1
10,TB,1,1,ground_ball,center,Sinker,New Yankee Stadium,3,1,1,2,0.26,2.78,91.6,86.9,-3,0
9,NYY,0,0,line_drive,center,Cutter,New Yankee Stadium,4,1,0,0,0.13,1.62,85.8,107.3,25,1
8,PHI,0,0,fly_ball,left,Sinker,Citizens Bank Park,1,1,2,0,-0.55,2.85,94.3,94.6,35,1
10,LAD,0,1,line_drive,center,4-Seam Fastball,Dodger Stadium,6,2,1,2,-0.12,3.35,97.1,97.4,18,0
9,OAK,1,1,fly_ball,right,Sinker,Globe Life Park,5,2,0,0,1.12,2.63,92.6,82,34,0
9,PHI,1,0,fly_ball,center,Curveball,Nationals Park,6,0,0,0,-0.67,1.77,77.5,100.6,27,1
8,MIN,1,0,fly_ball,left,Curveball,Target Field,4,2,0,0,-0.1,2.92,84.9,96.9,31,1
7,STL,0,0,fly_ball,left,4-Seam Fastball,Busch Stadium III,1,2,0,2,-0.38,2.78,94,104.1,41,1
8,LAA,1,0,line_drive,center,Sinker,RingCentral Coliseum,3,1,2,1,0.02,3.14,94.5,111.3,28,1
9,STL,0,0,fly_ball,left,4-Seam Fastball,Petco Park,1,1,0,0,-0.81,2.78,95.7,107.4,43,1
8,TB,0,0,line_drive,center,4-Seam Fastball,New Yankee Stadium,3,1,1,2,-0.04,2.51,97.8,107.5,23,1
9,SD,0,0,fly_ball,right,Slider,Petco Park,1,2,0,2,-0.51,3.07,82.6,87.3,51,0
8,HOU,1,0,line_drive,right,Changeup,Minute Maid Park,6,0,3,2,-0.4,2.85,81.6,77,26,0
7,LAD,1,1,line_drive,center,4-Seam Fastball,Dodger Stadium,1,1,2,1,-0.25,2.34,90.2,102.6,23,1
10,LAD,0,1,fly_ball,right,4-Seam Fastball,Dodger Stadium,5,1,0,0,0.24,2.82,95.1,97,55,0
8,LAD,1,0,ground_ball,center,Changeup,Dodger Stadium,5,0,0,1,-0.28,3.03,87.8,89.9,-4,0
8,LAA,0,0,fly_ball,left,4-Seam Fastball,Angel Stadium of Anaheim,6,1,0,1,-1.15,2.75,89.3,94.9,33,1
10,MIA,0,0,ground_ball,left,Split-Finger,Wrigley Field,9,2,1,0,-0.79,2.2,90.2,103.9,4,0
8,MIA,1,0,ground_ball,left,Changeup,Marlins Park,6,0,0,1,-0.35,2.09,85.3,62.7,-26,0
9,OAK,0,1,popup,left,Slider,RingCentral Coliseum,5,1,2,2,-0.81,2.34,82.2,49.5,39,0
8,LAD,1,0,ground_ball,left,Changeup,Globe Life Park,2,0,1,2,-0.28,0.63,86.3,68.3,-10,0
8,LAA,0,1,ground_ball,right,Cutter,T-Mobile Park,4,1,1,1,0.63,2.08,86.1,89.4,-6,0
9,LAA,0,1,line_drive,left,4-Seam Fastball,Angel Stadium of Anaheim,5,1,1,2,-0.09,2.23,89.9,105.6,21,1
8,LAD,0,1,ground_ball,center,4-Seam Fastball,Angel Stadium of Anaheim,5,0,1,2,0.37,2.34,92,101.6,3,0
9,ATL,0,0,line_drive,center,Slider,Nationals Park,8,2,2,2,1.31,2.86,82.6,81.4,28,0
9,LAD,0,1,line_drive,right,4-Seam Fastball,Dodger Stadium,4,1,0,0,-0.58,2.55,89.3,89.3,17,0
9,TEX,0,0,ground_ball,left,Slider,Minute Maid Park,1,1,3,2,0.75,1.72,85.1,81.3,-7,0
8,PHI,0,1,line_drive,left,Changeup,Citizens Bank Park,2,1,0,1,0.09,2.65,86.7,105.4,22,1
9,STL,0,1,fly_ball,center,Sinker,Busch Stadium III,3,0,0,0,0.49,2.07,88.5,100.9,32,0
9,CLE,0,1,ground_ball,left,Curveball,Progressive Field,6,0,1,2,0.06,2.35,77.6,74.6,-37,0
8,BOS,1,0,line_drive,center,Changeup,Oriole Park at Camden Yards,9,1,1,2,0.3,2.02,94.4,100.9,27,1
9,LAD,0,1,fly_ball,right,Sinker,Dodger Stadium,2,2,3,1,0.02,2.13,94.2,101.6,31,1
7,LAA,0,1,line_drive,center,4-Seam Fastball,Angel Stadium of Anaheim,4,0,2,1,0.4,2.55,87.5,101.1,29,1
9,OAK,1,0,fly_ball,left,Knuckle Curve,Dodger Stadium,4,1,1,2,-0.58,2.29,82,95.4,31,0
9,PIT,0,0,line_drive,center,Cutter,PNC Park,8,0,2,0,-0.24,2.34,87.7,101.5,24,1
10,CWS,0,0,fly_ball,center,4-Seam Fastball,RingCentral Coliseum,2,0,0,1,0,2.29,87.7,112.2,32,1
9,TB,0,1,line_drive,left,4-Seam Fastball,Tropicana Field,6,0,2,1,-0.23,2.19,91.8,96.6,27,1
7,LAA,1,0,line_drive,right,Changeup,RingCentral Coliseum,3,0,2,2,-0.28,2.5,80.8,92.7,12,0
8,TOR,0,0,line_drive,right,4-Seam Fastball,Rogers Centre,9,1,2,2,0.33,2.43,96.5,104.8,28,1
8,MIN,0,1,fly_ball,right,4-Seam Fastball,Target Field,5,0,0,0,0.04,2.73,95.1,88.3,49,0
9,MIL,1,0,line_drive,left,Sinker,Great American Ballpark,7,0,2,2,-0.81,2.77,96.9,93.8,12,0
8,SD,0,1,fly_ball,center,4-Seam Fastball,Dodger Stadium,1,1,3,2,0.52,2.96,93.7,102.4,34,0
8,MIA,1,0,ground_ball,left,Slider,Marlins Park,8,2,1,2,-0.35,1.64,86.1,97.4,0,0
8,OAK,0,0,line_drive,center,4-Seam Fastball,RingCentral Coliseum,8,1,1,0,0.13,2.05,92.9,104.4,27,1
9,TOR,0,0,ground_ball,left,Changeup,Marlins Park,5,1,1,2,-0.15,2.5,88.8,101.2,-20,0
8,SF,1,0,line_drive,center,Changeup,Minute Maid Park,1,0,2,0,-0.58,2.49,84.8,106.7,12,0
8,CHC,0,1,line_drive,center,4-Seam Fastball,Busch Stadium III,6,2,1,0,-0.07,2.13,90.6,104.8,28,1
8,SF,1,0,line_drive,right,Changeup,Chase Field,1,1,1,0,0,2.03,88.9,105.9,30,1
8,OAK,0,0,line_drive,center,4-Seam Fastball,RingCentral Coliseum,7,0,2,2,0.43,3.24,93.9,106.7,22,1
7,BAL,1,0,line_drive,right,4-Seam Fastball,Oriole Park at Camden Yards,7,2,0,0,0.57,2.37,96.1,104.5,23,1
9,MIL,0,0,line_drive,center,4-Seam Fastball,Dodger Stadium,4,2,0,2,0.18,1.87,97.5,105.7,19,1
8,MIN,1,1,ground_ball,right,Slider,Comerica Park,3,0,3,2,0.06,2.55,78.1,95.5,-1,0
8,BOS,0,1,fly_ball,center,4-Seam Fastball,New Yankee Stadium,3,2,3,2,-0.26,2.32,93.5,106.8,37,1
8,BAL,0,0,line_drive,left,Sinker,Citizens Bank Park,5,0,0,0,-0.08,1.88,90.6,96.7,12,0
8,MIN,1,0,ground_ball,right,Sinker,Miller Park,2,1,2,2,-0.5,2.13,94.7,70.3,-41,0
9,TEX,0,0,popup,center,4-Seam Fastball,Globe Life Park,1,2,2,1,0.73,2.84,93.2,90.3,65,0
9,MIN,0,0,line_drive,left,4-Seam Fastball,Guarantee Rate Park,6,0,2,1,-0.86,2.32,91.1,106.6,24,1
8,PIT,1,0,line_drive,left,4-Seam Fastball,PNC Park,8,1,0,0,0.24,2.35,97.2,69.3,11,0
8,CWS,0,1,ground_ball,left,Slider,Comerica Park,5,1,3,2,-0.05,2.23,80.8,66.5,-27,0
9,TB,1,0,line_drive,center,4-Seam Fastball,Tropicana Field,2,2,3,2,-0.73,2.6,89,103,6,0
9,ATL,1,0,fly_ball,center,Slider,SunTrust Park,2,0,0,0,0.15,1.88,83.2,101.5,29,1
9,NYM,0,0,fly_ball,center,Slider,Nationals Park,7,2,2,2,0.73,1.67,83.6,101.2,29,1
7,HOU,0,0,ground_ball,left,Sinker,Angel Stadium of Anaheim,1,0,0,1,-0.72,2.84,89,61.9,-45,0
9,CLE,0,1,popup,center,4-Seam Fastball,Progressive Field,7,2,1,0,-0.56,3.21,94.8,67,84,0
8,CIN,0,1,fly_ball,left,4-Seam Fastball,Busch Stadium III,6,2,2,0,-0.32,2.15,90.4,113.1,32,1
9,CLE,0,1,line_drive,right,Sinker,Target Field,9,0,1,1,0.27,1.75,94.9,100.4,6,0
9,COL,0,0,line_drive,center,Changeup,Petco Park,6,2,2,1,-0.16,1.15,78.3,103.9,27,1
8,ARI,0,1,popup,right,Slider,Chase Field,4,0,2,2,-0.44,3.15,86.4,45.3,50,0
9,CIN,0,0,line_drive,center,4-Seam Fastball,Busch Stadium III,9,0,3,1,-0.01,2.13,91.2,110.4,21,1
8,HOU,0,1,line_drive,left,Slider,Minute Maid Park,1,1,2,1,-0.4,1.59,80.4,101.5,20,1
8,TOR,0,0,fly_ball,center,4-Seam Fastball,Rogers Centre,3,2,1,0,0.05,2.87,90,115.9,23,1
7,COL,1,0,ground_ball,left,4-Seam Fastball,RingCentral Coliseum,4,0,3,2,-0.67,2.85,91.5,86.2,-24,0
9,MIN,0,0,ground_ball,left,Slider,Guarantee Rate Park,1,1,1,1,-0.52,2.12,83.2,91.5,-5,0
8,TEX,1,0,fly_ball,right,Cutter,Oracle Park,5,1,2,0,0.23,3.03,86.4,110.1,30,1
9,PHI,1,0,line_drive,center,4-Seam Fastball,Citizens Bank Park,1,1,0,0,-0.7,3.33,90.4,108.7,28,1
8,KC,0,0,fly_ball,left,Curveball,Kauffman Stadium,2,2,2,2,-0.83,2.49,80.4,96.3,38,1
9,CHC,0,0,fly_ball,center,Slider,Guarantee Rate Park,2,1,0,0,0.06,1.62,82,97.5,34,1
9,WSH,0,0,fly_ball,center,Curveball,Nationals Park,4,0,0,1,0.84,1.61,73.4,76.8,34,0
8,MIN,0,1,line_drive,left,Changeup,Target Field,4,1,3,2,0.03,2.1,83.2,110.8,14,0
8,SD,0,0,line_drive,center,4-Seam Fastball,Petco Park,1,0,0,0,0.09,2.27,93.1,109.7,20,1
9,BOS,1,0,ground_ball,center,Sinker,Citizens Bank Park,2,2,2,0,-0.54,1.76,95.4,72,-31,0
8,CWS,0,1,popup,center,4-Seam Fastball,Guarantee Rate Park,3,2,1,1,-0.81,3.03,93.4,70.2,54,0
8,BAL,0,0,line_drive,center,4-Seam Fastball,Oriole Park at Camden Yards,4,0,1,1,-0.08,2.32,99.6,104.1,23,1
9,LAD,1,0,fly_ball,center,Slider,Dodger Stadium,3,2,0,1,-0.44,2.06,87.2,105.8,29,1
8,SD,0,1,line_drive,right,Changeup,Dodger Stadium,7,0,1,2,0.56,1.73,83.7,85.5,29,0
8,BOS,1,0,line_drive,right,4-Seam Fastball,Fenway Park,8,0,3,2,0.35,2.98,96.5,112.8,23,1
9,BOS,0,0,line_drive,left,Slider,Fenway Park,3,1,3,2,-0.04,2.93,78.4,102,26,1
9,KC,0,0,fly_ball,right,4-Seam Fastball,Kauffman Stadium,5,2,3,2,-0.21,3.27,96.2,70.6,39,0
10,LAD,1,1,fly_ball,center,4-Seam Fastball,SunTrust Park,1,2,3,2,-0.31,3,90.2,107.6,37,1
7,OAK,0,0,line_drive,left,Sinker,RingCentral Coliseum,4,0,2,2,-0.28,2.58,92.1,106,6,0
9,OAK,0,0,line_drive,center,4-Seam Fastball,Minute Maid Park,6,2,0,0,0.7,2.77,88.6,105.4,17,0
9,OAK,1,1,fly_ball,right,Slider,RingCentral Coliseum,7,1,2,1,0.1,1.85,80.3,99.7,30,1
9,NYM,0,0,ground_ball,left,Changeup,Citi Field,4,2,2,1,0.33,2.67,78.8,84.5,-6,0
7,SF,1,0,line_drive,right,Changeup,Oracle Park,3,0,2,2,0.3,1.78,86,101.1,30,1
9,PIT,1,0,ground_ball,center,Changeup,PNC Park,1,1,1,1,-0.9,1.97,88.6,64.2,-49,0
8,COL,1,1,ground_ball,center,Sinker,Coors Field,6,1,2,2,0.22,2.16,90.5,95.9,-4,0
8,TB,0,1,line_drive,center,4-Seam Fastball,Fenway Park,1,0,3,2,0.73,2.58,90.6,103,24,1
7,OAK,1,0,line_drive,right,Curveball,T-Mobile Park,2,0,1,1,-0.11,2.17,75.2,91,11,0
8,MIL,0,0,fly_ball,center,4-Seam Fastball,PNC Park,7,2,1,2,0.48,3.08,93.8,102.7,32,1
